		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
101100100   22   27   24   23   23   26   21   42 14.426712 0.071299 SUCCESS  89
101101000   17   20   31   23   24   22   25   21  5.822960 0.667055 SUCCESS  90
101101100   24   24   14   22   16   27   34   18 13.753478 0.088422 SUCCESS  91
101110000   30   24   37   28   27   28   25   10 18.248321 0.019440 SUCCESS  92
101110100   29   34   26   23   29   31   28   24  8.294131 0.405279 SUCCESS  93
101111000   33   26   28   18   28   26   23   26  6.377038 0.605077 SUCCESS  94
101111100   16   35   16   32   23   27   22   23 13.882565 0.084878 SUCCESS  95
110000000   26   21   26   27   26   27   20   29  3.105533 0.927561 SUCCESS  96
110000010   21   23   25   31   32   15   21   20  9.933193 0.269746 SUCCESS  97
110000100   19   13   22   23   23   27   32   29 10.780527 0.214448 SUCCESS  98
110001000   27   29   30   18   19   18   18   27  9.238114 0.322609 SUCCESS  99
110001010   28   21   22   22   28   14   24   33  9.798149 0.279480 SUCCESS 100
110010000   22   26   24   22   15   21   21   29  6.220810 0.622513 SUCCESS 101
110010010   18   18   26   31   22   29   22   29  7.705631 0.462740 SUCCESS 102
110010100   24   26   20   27   28   31   27   27  4.191180 0.839476 SUCCESS 103
110011000   29   19   18   25   22   18   20   38 14.517403 0.069237 SUCCESS 104
110011010   27   22   18   32   22   24   15   15 12.448054 0.132304 SUCCESS 105
110100000   23   19   29   24   23   27   24   20  3.417326 0.905510 SUCCESS 106
110100010   19   30   22   26   24   25   20   25  3.773471 0.876961 SUCCESS 107
110100100   29   39   27   26   25   26   19   24 11.690749 0.165544 SUCCESS 108
110101000   29   25   24   13   23   23   28   27  7.425614 0.491483 SUCCESS 109
110101010   30   18   24   26   24   30   28   23  5.147741 0.741675 SUCCESS 110
110101100   28   31   16   22   27   25   17   26  8.357681 0.399333 SUCCESS 111
110110000   22   17   20   22   20   24   32   26  7.009228 0.535637 SUCCESS 112
110110010   20   25   17   19   23   18   23   31  8.135256 0.420371 SUCCESS 113
110110100   22   25   22   27   24   22   31   21  3.375621 0.908625 SUCCESS 114
110111000   27   22   31   25   26   24   15   20  7.069468 0.529156 SUCCESS 115
110111010   25   28   29   30   27   33   24   29  7.116469 0.524120 SUCCESS 116
110111100   31   21   25   19   22   24   22   24  4.086587 0.849228 SUCCESS 117
111000000   24   27   33   29   29   23   18   20  7.859210 0.447342 SUCCESS 118
111000010   20   20   22   14   18   34   35   28 17.415551 0.026061 SUCCESS 119
111000100   26   25   36   17   25   22   18   27 10.425706 0.236408 SUCCESS 120
111000110   20   29   25   23   19   18   22   24  5.034543 0.753878 SUCCESS 121
111001000   20   22   18   25   21   25   24   22  3.568257 0.893828 SUCCESS 122
111001010   35   28   16   23   29   29   20   24 11.002952 0.201532 SUCCESS 123
111001100   25   23   18   21   25   26   17   33  7.899591 0.443339 SUCCESS 124
111010000   28   25   22   24   28   31   30   16  7.528882 0.480787 SUCCESS 125
111010010   24   33   29   36   22   30   25   20 12.148839 0.144686 SUCCESS 126
111010100   30   22   23   24   26   30   21   26  3.698667 0.883236 SUCCESS 127
111010110   24   19   24   26   23   20   22   29  3.400114 0.906802 SUCCESS 128
111011000   16   16   20   24   21   20   33   28 11.796004 0.160540 SUCCESS 129
111011010   28   28   32   20   24   31   25   22  6.478982 0.593740 SUCCESS 130
111011100   22   31   32   29   26   20   17   19  9.917306 0.270878 SUCCESS 131
111100000   18   27   26   28   31   22   21   24  5.265573 0.728851 SUCCESS 132
111100010   26   27   31   23   27   20   25   20  4.265984 0.832363 SUCCESS 133
111100100   24   22   28   28   26   23   21   27  2.317115 0.969714 SUCCESS 134
111100110   15   15   16   22   24   26   18   26 12.675113 0.123528 SUCCESS 135
111101000   23   21   18   32   31   24   41   17 20.603645 0.008278 FAILURE 136
111101010   26   28   24   24   23   28   28   26  1.962294 0.982146 SUCCESS 137
111101100   21   22   19   24   20   19   23   22  4.355351 0.823724 SUCCESS 138
111101110   24   30   28   29   24   28   14   21  8.409316 0.394541 SUCCESS 139
111110000   13   24   22   20   25   23   25   32  9.136169 0.330940 SUCCESS 140
111110010   26   27   25   28   21   26   23   26  1.749799 0.987745 SUCCESS 141
111110100   32   21   26   35   27   27   38   24 16.225973 0.039258 SUCCESS 142
111110110   22   25   24   29   18   22   18   28  5.425111 0.711322 SUCCESS 143
111111000   18   21   26   18   25   18   21   24  6.312826 0.612235 SUCCESS 144
111111010   38   19   30   31   29   25   25   21 13.665435 0.090913 SUCCESS 145
111111100   27   27   23   21   27   20   27   24  2.545499 0.959575 SUCCESS 146
111111110   33   27   17   23   28   23   22   24  6.706042 0.568655 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   23   24   23   19   24   23   24   33  4.638017 0.795471 SUCCESS   0
000000011   22   19   19   26   22   32   26   27  5.909018 0.657423 SUCCESS   1
000000101   26   26   25   28   15   24   18   30  7.595080 0.473988 SUCCESS   2
000000111   36   29   26   25   27   27   27   23  7.666574 0.466699 SUCCESS   3
000001001   26   26   23   17   21   21   21   19  5.321842 0.722688 SUCCESS   4
000001011   21   27   29   25   18   21   26   28  4.570495 0.802340 SUCCESS   5
000001101   31   30   21   29   21   18   23   34 10.774569 0.214802 SUCCESS   6
000001111   40   34   24   25   25   21   18   24 16.486131 0.035928 SUCCESS   7
000010001   28   23   37   22   29   18   24   27 10.528975 0.229842 SUCCESS   8
000010011   21   21   31   17   19   17   26   22  9.050112 0.338086 SUCCESS   9
000010101   23   23   19   33   26   24   23   15  8.475514 0.388450 SUCCESS  10
000010111   29   29   26   30   12   28   26   30 11.732454 0.163546 SUCCESS  11
000011001   27   19   21   39   24   26   24   28 11.715243 0.164368 SUCCESS  12
000011011   37   25   18   22   32   15   23   25 15.009916 0.058953 SUCCESS  13
000011101   22   20   23   25   22   25   29   25  2.333003 0.969064 SUCCESS  14
000011111   27   28   23   25   24   24   20   29  2.664655 0.953610 SUCCESS  15
000100011   24   26   27   23   30   25   25   30  3.174379 0.922942 SUCCESS  16
000100101   28   25   19   23   24   24   26   29  2.901644 0.940377 SUCCESS  17
000100111   21   27   31   19   31   26   18   19  8.781348 0.361076 SUCCESS  18
000101001   31   29   27   22   27   24   22   31  5.657466 0.685539 SUCCESS  19
000101011   20   25   25   28   24   31   26   16  6.349896 0.608101 SUCCESS  20
000101101   21   24   16   23   24   19   26   34  8.823053 0.357442 SUCCESS  21
000101111   22   28   24   27   17   28   34   31  9.707458 0.286162 SUCCESS  22
000110011   26   25   23   28   24   26   30   24  2.207889 0.973966 SUCCESS  23
000110101   25   24   29   29   17   20   26   19  6.298262 0.613861 SUCCESS  24
000110111   35   21   22   21   31   15   19   24 12.814129 0.118407 SUCCESS  25
000111001   19   24   17   27   28   23   21   23  5.051754 0.752031 SUCCESS  26
000111011   24   18   19   16   21   27   25   31  8.601952 0.376978 SUCCESS  27
000111101   19   29   30   30   23   18   23   19  7.925408 0.440790 SUCCESS  28
000111111   27   27   25   21   31   35   21   30  9.504892 0.301508 SUCCESS  29
001000011   20   20   14   22   23   24   25   21  7.058215 0.530365 SUCCESS  30
001000101   24   28   38   28   25   24   16   26 12.062782 0.148425 SUCCESS  31
001000111   20   29   20   28   30   23   33   31  9.479075 0.303506 SUCCESS  32
001001011   24   21   22   33   17   19   18   25  9.177874 0.327514 SUCCESS  33
001001101   31   21   34   23   24   24   29   26  7.343528 0.500062 SUCCESS  34
001001111   25   17   23   23   36   27   25   20  9.324172 0.315692 SUCCESS  35
001010011   24   25   29   27   33   18   18   30  9.138817 0.330721 SUCCESS  36
001010101   30   25   15   31   26   26   19   23  8.468232 0.389117 SUCCESS  37
001010111   16   22   24   22   22   28   29   18  6.907283 0.546668 SUCCESS  38
001011011   28   29   13   20   26   19   27   30 10.730217 0.217459 SUCCESS  39
001011101   21   29   33   22   26   24   23   20  5.782580 0.671571 SUCCESS  40
001011111   27   23   22   24   18   28   29   25  3.816500 0.873288 SUCCESS  41
001100101   23   22   20   17   29   24   21   24  4.865076 0.771895 SUCCESS  42
001100111   28   27   22   34   22   23   23   24  5.401941 0.713878 SUCCESS  43
001101011   30   22   28   20   21   26   34   24  7.452755 0.488662 SUCCESS  44
001101101   31   28   30   19   29   25   16   20  9.680317 0.288184 SUCCESS  45
001101111   30   20   20   22   22   23   23   29  4.518860 0.807543 SUCCESS  46
001110101   29   22   25   24   28   26   26   24  1.936477 0.982898 SUCCESS  47
001110111   24   14   35   19   19   26   28   30 13.806437 0.086952 SUCCESS  48
001111011   18   32   32   24   29   17   28   21 10.892402 0.207871 SUCCESS  49
001111101   22   32   17   30   27   25   22   22  7.129709 0.522705 SUCCESS  50
001111111   26   26   23   15   29   39   19   28 15.756629 0.045999 SUCCESS  51
010000011   25   21   27   26   15   20   19   25  6.711999 0.568000 SUCCESS  52
010000111   18   22   19   21   24   30   28   18  7.322345 0.502287 SUCCESS  53
010001011   27   31   31   25   24   22   25   26  4.369253 0.822367 SUCCESS  54
010001111   22   25   25   31   22   28   24   24  2.927461 0.938827 SUCCESS  55
010010011   27   25   21   24   27   26   29   21  2.579921 0.957900 SUCCESS  56
010010111   24   23   27   25   21   23   23   23  1.129524 0.997290 SUCCESS  57
010011011   20   22   20   17   24   21   17   31  8.863434 0.353947 SUCCESS  58
010011111   24   18   22   17   27   21   28   28  6.179106 0.627177 SUCCESS  59
010100011   31   28   28   29   26   24   22   20  5.021303 0.755297 SUCCESS  60
010100111   26   23   26   25   30   19   20   29  4.596312 0.799722 SUCCESS  61
010101011   20   25   19   30   23   21   22   26  4.323576 0.826813 SUCCESS  62
010101111    8   25   21   29   26   24   22   20 13.973256 0.082465 SUCCESS  63
010110011   27   21   35   25   25   25   21   24  6.079809 0.638292 SUCCESS  64
010110111   29   30   21   26   28   26   32   23  6.013611 0.645707 SUCCESS  65
010111011   31   25   29   22   25   22   27   22  3.792006 0.875385 SUCCESS  66
010111111   19   26   21   14   19   25   20   22  8.727066 0.365841 SUCCESS  67
011000111   22   22   23   24   28   27   17   20  4.551959 0.804213 SUCCESS  68
011001111   24   30   27   28   28   21   29   28  4.657876 0.793438 SUCCESS  69
011010111   22   18   32   19   23   15   25   21  9.990785 0.265673 SUCCESS  70
011011111   25   23   19   21   27   27   26   23  2.587203 0.957540 SUCCESS  71
011101111   21   22   32   27   18   22   29   30  7.672532 0.466094 SUCCESS  72
011111111   23   27   24   19   19   26   22   33  6.332685 0.610020 SUCCESS  73
100000000   23   24   23   19   24   23   24   33  4.638017 0.795471 SUCCESS  74
100010000   25   17   26   18   17   19   23   23  7.896943 0.443601 SUCCESS  75
100100000   30   25   15   28   14   30   25   27 11.848963 0.158071 SUCCESS  76
100101000   17   31   22   13   27   23   30   22 11.856244 0.157734 SUCCESS  77
100110000   20   20   23   17   23   19   30   20  7.507699 0.482972 SUCCESS  78
100111000   22   28   27   23   33   25   19   29  6.444560 0.597563 SUCCESS  79
101000000   21   27   20   33   21   23   23   26  5.493957 0.703709 SUCCESS  80
101000100   22   22   21   21   39   26   20   23 11.510029 0.174440 SUCCESS  81
101001000   31   26   30   28   25   28   21   24  4.894865 0.768752 SUCCESS  82
101001100   27   26   21   27   30   22   24   21  3.240577 0.918365 SUCCESS  83
101010000   34   22   21   33   22   24   19   18 10.993023 0.202095 SUCCESS  84
101010100   26   17   22   29   20   26   28   18  6.780845 0.560452 SUCCESS  85
101011000   26   23   23   25   18   20   25   22  3.102885 0.927736 SUCCESS  86
101011100   19   27   28   19   19   18   27   25  6.576955 0.582885 SUCCESS  87
101100000   31   26   24   26   16   21   25   27  5.850102 0.664018 SUCCESS  88
101100100   25   14   22   22   23   21   26   36 11.467000 0.176616 SUCCESS  89
101101000   30   21   27   22   27   20   29   28  4.902147 0.767982 SUCCESS  90
101101100   24   26   22   17   23   24   28   30  4.646622 0.794591 SUCCESS  91
101110000   30   19   31   33   31   25   21   26 10.004687 0.264697 SUCCESS  92
101110100   29   24   35   16   28   26   27   24  9.605513 0.293812 SUCCESS  93
101111000   17   34   21   25   24   23   21   21  7.797646 0.453482 SUCCESS  94
101111100   24   19   29   23   21   26   24   26  2.934743 0.938386 SUCCESS  95
110000000   25   20   26   25   27   22   27   30  3.105533 0.927561 SUCCESS  96
110000010   28   25   24   20   24   23   19   22  2.959236 0.936890 SUCCESS  97
110000100   22   26   23   32   26   16   21   33  9.604189 0.293912 SUCCESS  98
110001000   27   23   26   22   14   23   27   27  5.959328 0.651788 SUCCESS  99
110001010   27   28   26   26   26   21   24   26  1.767010 0.987340 SUCCESS 100
110010000   21   26   15   30   14   27   24   26 10.652765 0.222161 SUCCESS 101
110010010   29   24   20   29   27   29   27   27  4.377859 0.821525 SUCCESS 102
110010100   14   28   19   20   26   21   22   19  9.261284 0.320736 SUCCESS 103
110011000   20   23   29   14   24   21   26   23  7.068144 0.529299 SUCCESS 104
110011010   32   25   22   30   19   20   29   26  7.096610 0.526246 SUCCESS 105
110100000   25   23   30   20   20   20   22   20  4.949809 0.762927 SUCCESS 106
110100010   29   28   25   21   23   21   24   21  3.019476 0.933129 SUCCESS 107
110100100   26   21   25   29   29   19   23   11 11.330632 0.183660 SUCCESS 108
110101000   36   31   21   32   28   30   23   22 12.691663 0.122908 SUCCESS 109
110101010   16   16   26   28   17   21   31   21 11.778793 0.161350 SUCCESS 110
110101100   26   18   17   22   23   23   26   25  4.695609 0.789559 SUCCESS 111
110110000   26   30   23   31   19   21   27   28  5.927553 0.655347 SUCCESS 112
110110010   24   19   18   14   18   22   23   27  9.904728 0.271777 SUCCESS 113
110110100   32   20   33   23   29   24   26   26  7.606334 0.472837 SUCCESS 114
110111000   27   21   24   27   29   25   29   26  2.987701 0.935127 SUCCESS 115
110111010   31   22   26   18   24   25   26   24  4.070700 0.850689 SUCCESS 116
110111100   22   28   24   19   29   20   24   29  4.655228 0.793710 SUCCESS 117
111000000   33   23   27   26   32   35   21   33 14.446571 0.070843 SUCCESS 118
111000010   22   18   17   35   34   24   24   39 22.011014 0.004896 FAILURE 119
111000100   25   16   31   20   17   23   31   30 11.247223 0.188081 SUCCESS 120
111000110   25   33   19   19   26   26   19   12 13.584012 0.093273 SUCCESS 121
111001000   21   36   15   29   14   26   21   18 17.744555 0.023225 SUCCESS 122
111001010   13   37   20   26   30   23   25   21 15.077438 0.057657 SUCCESS 123
111001100   20   21   21   18   27   18   25   24  5.576042 0.694601 SUCCESS 124
111010000   17   17   27   21   28   26   25   22  6.331361 0.610168 SUCCESS 125
111010010   26   21   35   27   30   21   27   23  7.834717 0.449780 SUCCESS 126
111010100   30   34   21   27   32   29   21   19 11.080404 0.197185 SUCCESS 127
111010110   23   18   27   21   32   25   16   24  8.051846 0.428422 SUCCESS 128
111011000   27   35   26   30   25   26   17   21  9.418835 0.308204 SUCCESS 129
111011010   29   21   22   16   19   21   24   19  7.583827 0.475141 SUCCESS 130
111011100   27   20   28   20   22   23   28   29  4.248773 0.834010 SUCCESS 131
111100000   26   27   21   24   28   31   23   36  9.072619 0.336207 SUCCESS 132
111100010   23   21   28   26   16   21   32   32  9.604189 0.293912 SUCCESS 133
111100100   29   26   16   31   20   34   29   24 11.469648 0.176481 SUCCESS 134
111100110   29   19   25   25   24   21   25   21  3.163126 0.923707 SUCCESS 135
111101000   23   19   27   18   27   19   24   23  4.949809 0.762927 SUCCESS 136
111101010   22   23   24   29   36   21   25   21  7.926732 0.440660 SUCCESS 137
111101100   25   31   29   26   19   28   21   20  5.960652 0.651640 SUCCESS 138
111101110   25   29   23   26   20   26   35   25  6.809310 0.557340 SUCCESS 139
111110000   28   18   23   28   31   24   26   41 16.554977 0.035091 SUCCESS 140
111110010   25   28   16   27   20   31   19   21  8.229919 0.411339 SUCCESS 141
111110100   25   22   29   18   27   26   21   29  4.672440 0.791943 SUCCESS 142
111110110   26   31   31   28   27   30   22   18  7.945268 0.438835 SUCCESS 143
111111000   23   26   17   25   28   23   21   34  7.553376 0.478266 SUCCESS 144
111111010   21   26   29   16   28   21   22   28  6.315473 0.611940 SUCCESS 145
111111100   20   24   17   26   22   36   25   35 13.977228 0.082361 SUCCESS 146
111111110   23   27   24   19   19   26   22   33  6.332685 0.610020 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   28   25   22   25   19   36   19   22  9.239438 0.322502 SUCCESS   0
000000011   31   30   24   25   22   32   24   23  5.979188 0.649563 SUCCESS   1
000000101   30   25   21   25   25   16   30   27  6.469053 0.594842 SUCCESS   2
000000111   30   29   31   29   29   24   20   21  7.182667 0.517059 SUCCESS   3
000001001   22   25   30   19   23   26   31   25  4.876329 0.770709 SUCCESS   4
000001011   29   20   28   24   19   19   30   29  6.968848 0.539998 SUCCESS   5
000001101   25   30   25   17   28   29   23   24  5.215263 0.734340 SUCCESS   6
000001111   28   32   25   29   33   16   20   24 10.859303 0.209799 SUCCESS   7
000010001   26   25   33   24   21   30   18   26  6.927143 0.544513 SUCCESS   8
000010011   19   27   27   17   26   29   33   24  8.274272 0.407147 SUCCESS   9
000010101   24   26   30   28   18   32   28   22  6.970171 0.539854 SUCCESS  10
000010111   24   28   33   23   18   23   28   27  6.427348 0.599477 SUCCESS  11
000011001   33   22   24   32   25   33   28   34 13.438376 0.097630 SUCCESS  12
000011011   21   20   35   22   30   29   17   18 12.594352 0.126590 SUCCESS  13
000011101   35   23   20   31   29   21   22   33 12.275278 0.139338 SUCCESS  14
000011111   24   25   23   24   20   15   24   17  6.999299 0.536708 SUCCESS  15
000100011   31   24   28   27   24   22   21   25  3.444467 0.903457 SUCCESS  16
000100101   24   17   31   26   23   20   26   37 12.019753 0.150325 SUCCESS  17
000100111   16   22   19   17   29   23   27   22  8.296117 0.405092 SUCCESS  18
000101001   19   28   19   21   20   25   13   21 10.337001 0.242165 SUCCESS  19
000101011   25   23   26   33   25   34   26   27  7.657968 0.467573 SUCCESS  20
000101101   14   17   20   28   25   20   28   30 10.983093 0.202659 SUCCESS  21
000101111   19   28   23   23   24   21   28   27  3.282282 0.915415 SUCCESS  22
000110011   34   20   20   28   24   31   22   28  8.740967 0.364617 SUCCESS  23
000110101   28   30   13   18   31   29   21   22 12.594352 0.126590 SUCCESS  24
000110111   22   18   25   25   26   31   25   19  5.213939 0.734484 SUCCESS  25
000111001   32   22   22   32   24   30   23   26  6.911255 0.546237 SUCCESS  26
000111011   22   24   14   24   24   19   18   24  7.820816 0.451166 SUCCESS  27
000111101   20   29   25   28   27   16   16   23  8.627769 0.374663 SUCCESS  28
000111111   25   26   28   31   22   17   22   19  6.561068 0.584642 SUCCESS  29
001000011   25   26   27   36   26   26   18   20  8.884617 0.352123 SUCCESS  30
001000101   20   34   19   20   22   32   24   25  9.493638 0.302377 SUCCESS  31
001000111   28   25   23   31   18   20   25   22  5.307278 0.724285 SUCCESS  32
001001011   22   25   35   27   23   19   23   26  6.816592 0.556544 SUCCESS  33
001001101   27   24   23   32   19   29   26   22  5.308602 0.724140 SUCCESS  34
001001111   17   24   26   24   24   25   25   23  2.561386 0.958807 SUCCESS  35
001010011   22   30   18   24   21   25   18   21  6.042738 0.642444 SUCCESS  36
001010101   27   25   29   26   25   33   31   19  7.538812 0.479764 SUCCESS  37
001010111   21   21   21   22   17   29   22   32  7.619574 0.471485 SUCCESS  38
001011011   15   20   24   32   26   20   29   19 10.076843 0.259674 SUCCESS  39
001011101   13   35   25   31   23   23   16   27 15.568627 0.048987 SUCCESS  40
001011111   20   32   21   28   20   24   29   23  6.112908 0.634586 SUCCESS  41
001100101   32   23   27   29   31   28   32   20  9.378454 0.311382 SUCCESS  42
001100111   29   17   18   18   28   31   18   27 11.102249 0.195973 SUCCESS  43
001101011   28   24   14   15   18   32   29   16 16.947531 0.030660 SUCCESS  44
001101101   28   26   24   20   31   20   22    9 14.439952 0.070995 SUCCESS  45
001101111   25   18   27   29   28   27   30   26  5.207981 0.735133 SUCCESS  46
001110101   31   25   25   24   27   23   25   30  3.598046 0.891448 SUCCESS  47
001110111   27   27   17   21   22   20   20   31  7.111173 0.524687 SUCCESS  48
001111011   18   26   35   27   27   16   22   23 10.493228 0.232099 SUCCESS  49
001111101   28   21   24   21   25   23   17   25  3.967431 0.860050 SUCCESS  50
001111111   19   27   34   21   23   13   24   23 11.593438 0.170286 SUCCESS  51
010000011   31   18   27   23   35   36   27   29 15.598416 0.048502 SUCCESS  52
010000111   27   20   15   27   26   21   20   30  7.882380 0.445043 SUCCESS  53
010001011   24   29   21   18   24   24   25   27  3.443143 0.903557 SUCCESS  54
010001111   29   26   29   20   19   24   21   24  4.459944 0.813427 SUCCESS  55
010010011   20   24   28   21   22   19   24   23  3.433213 0.904311 SUCCESS  56
010010111   20   34   24   32   21   23   19   29  9.884207 0.273247 SUCCESS  57
010011011   24   30   19   29   21   24   20   22  5.027261 0.754659 SUCCESS  58
010011111   17   24   26   25   23   27   31   20  5.485351 0.704662 SUCCESS  59
010100011   30   25   19   24   27   38   32   19 14.393613 0.072066 SUCCESS  60
010100111   24   27   18   19   21   22   18   17  8.049199 0.428679 SUCCESS  61
010101011   25   27   29   29   29   32   32   23  7.972409 0.436170 SUCCESS  62
010101111   24   24   22   23   26   29   23   26  1.537303 0.992071 SUCCESS  63
010110011   25   23   26   24   25   27   24   26  0.631053 0.999679 SUCCESS  64
010110111   14   21   25   21   29   17   27   22  9.321524 0.315903 SUCCESS  65
010111011   17   24   14   20   19   24   16   31 13.802465 0.087062 SUCCESS  66
010111111   28   24   21   29   23   19   31   28  5.656142 0.685686 SUCCESS  67
011000111   25   19   25   28   18   15   16   29 11.177053 0.191868 SUCCESS  68
011001111   27   20   22   19   32   25   23   22  5.374800 0.716868 SUCCESS  69
011010111   23   27   17   14   20   32   19   25 11.787398 0.160945 SUCCESS  70
011011111   25   17   27   25   31   31   35   20 11.910527 0.155241 SUCCESS  71
011101111   24   25   14   19   21   19   29   38 16.296805 0.038324 SUCCESS  72
011111111   18   29   36   26   18   20   25   27 11.298857 0.185334 SUCCESS  73
100000000   28   25   22   25   19   36   19   22  9.239438 0.322502 SUCCESS  74
100010000   28   25   30   34   31   31   39   19 19.760283 0.011282 SUCCESS  75
100100000   32   22   23   27   20   25   22   32  6.588209 0.581641 SUCCESS  76
100101000   21   20   22   22   25   22   31   27  4.188532 0.839725 SUCCESS  77
100110000   22   18   36   27   25   24   25   23  8.087593 0.424961 SUCCESS  78
100111000   24   16   13   25   21   25   25   26  9.143451 0.330340 SUCCESS  79
101000000   19   21   30   25   25   25   22   17  5.662099 0.685022 SUCCESS  80
101000100   35   18   25   23   33   14   26   35 19.180389 0.013924 SUCCESS  81
101001000   21   35   26   27   19   28   25   26  7.554700 0.478130 SUCCESS  82
101001100   26   17   13   29   26   32   25   22 11.645073 0.167756 SUCCESS  83
101010000   21   19   23   30   18   28   30   14 11.330632 0.183660 SUCCESS  84
101010100   25   22   25   31   27   35   25   13 12.689015 0.123007 SUCCESS  85
101011000   27   18   26   25   23   26   28   27  3.173055 0.923032 SUCCESS  86
101011100   22   27   18   19   18   32   36   27 13.671393 0.090743 SUCCESS  87
101100000   29   25   33   19   26   17   22   26  8.061776 0.427459 SUCCESS  88
101100100   26   22   32   23   13   18   32   26 12.679085 0.123379 SUCCESS  89
101101000   33   15   26   35   16   24   29   31 17.485721 0.025430 SUCCESS  90
101101100   27   29   25   24   23   16   28   18  6.561068 0.584642 SUCCESS  91
101110000   25   27   20   20   30   33   34   22 10.554792 0.228223 SUCCESS  92
101110100   21   35   22   22   22   21   17   28  9.340059 0.314426 SUCCESS  93
101111000   25   29   33   23   27   18   21   28  7.189949 0.516284 SUCCESS  94
101111100   26   26   24   18   21   26   20   16  6.364460 0.606478 SUCCESS  95
110000000   37   28   26   18   15   28   17   25 15.746700 0.046152 SUCCESS  96
110000010   22   22   32   30   19   29   24   21  6.892720 0.548251 SUCCESS  97
110000100   18   23   31   20   24   22   24   24  4.747243 0.784218 SUCCESS  98
110001000   24   23   21   31   31   30   23   19  6.918537 0.545447 SUCCESS  99
110001010   25   18   25   18   19   30   25   27  6.365784 0.606330 SUCCESS 100
110010000   34   26   28   27   28   22   24   31  7.497107 0.484066 SUCCESS 101
110010010   22   29   30   17   16   21   30   20 10.415776 0.237047 SUCCESS 102
110010100   22   30   26   27   21   21   30   24  4.283195 0.830711 SUCCESS 103
110011000   27   20   24   23   17   25   21   22  4.263336 0.832617 SUCCESS 104
110011010   24   18   24   19   21   26   32   27  6.315473 0.611940 SUCCESS 105
110100000   26   24   21   26   24   25   18   33  5.604507 0.691436 SUCCESS 106
110100010   25   19   32   20   26   18   19   35 12.357363 0.135957 SUCCESS 107
110100100   17   26   19   27   24   28   20   22  5.568760 0.695411 SUCCESS 108
110101000   27   20   21   29   33   23   30   19  8.274272 0.407147 SUCCESS 109
110101010   23   24   25   34   31   34   26   17 12.190544 0.142903 SUCCESS 110
110101100   34   19   23   21   18   19   30   31 11.857568 0.157673 SUCCESS 111
110110000   18   29   27   23   18   17   22   21  7.787717 0.454477 SUCCESS 112
110110010   19   19   27   26   23   15   24   21  7.185977 0.516707 SUCCESS 113
110110100   28   24   26   26   23   25   20   22  1.935153 0.982936 SUCCESS 114
110111000   19   27   15   23   27   22   26   16  8.973984 0.344495 SUCCESS 115
110111010   29   28   17   22   21   19   18   34 11.373661 0.181412 SUCCESS 116
110111100   21   27   28   19   26   14   27   26  7.645391 0.468853 SUCCESS 117
111000000   38   24   22   20   32   18   30   25 14.435318 0.071101 SUCCESS 118
111000010   21   22   31   16   13   28   24   25 11.643749 0.167821 SUCCESS 119
111000100   24   28   24   26   30   22   27   22  2.775205 0.947663 SUCCESS 120
111000110   25   26   22   23   17   34   23   24  6.764958 0.562191 SUCCESS 121
111001000   23   23   19   26   21   16   24   29  5.890482 0.659498 SUCCESS 122
111001010   28   33   17   28   19   24   20   23  8.696615 0.368532 SUCCESS 123
111001100   28   23   16   23   26   22   21   15  8.287511 0.405901 SUCCESS 124
111010000   26   26   22   27   35   24   19   29  7.648039 0.468583 SUCCESS 125
111010010   23   30   20   26   21   25   21   19  4.569171 0.802474 SUCCESS 126
111010100   22   22   18   30   33   22   28   24  7.485854 0.485230 SUCCESS 127
111010110   33   23   27   17   29   22   25   32  9.427440 0.307530 SUCCESS 128
111011000   16   32   23   29   24   18   20   24  8.983914 0.343655 SUCCESS 129
111011010   29   23   30   24   28   26   25   21  3.478890 0.900822 SUCCESS 130
111011100   26   28   17   25   28   26   23   25  3.748978 0.879032 SUCCESS 131
111100000   34   26   29   27   28   16   18   31 12.316982 0.137611 SUCCESS 132
111100010   18   28   23   24   32   19   27   34 10.248957 0.247985 SUCCESS 133
111100100   23   18   21   30   18   27   23   33  8.874687 0.352977 SUCCESS 134
111100110   26   24   19   21   25   17   28   19  5.958004 0.651936 SUCCESS 135
